2026-09-10 16:59:58 - === Starting QA Validation ===
2026-09-10 16:59:58 - ❌ post-creative-3.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-creative-4.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-engineering-3.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-engineering-5.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-finance-2.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-finance-4.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-language-4.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-law-5.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-medicine-1.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-medicine-2.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-medicine-4.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-misc-1.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-misc-4.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-misc-5.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-operations-1.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-operations-3.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-operations-5.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-sciences-1.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-sciences-1.md missing affiliate link
2026-09-10 16:59:58 - ❌ post-sciences-2.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-sciences-2.md missing affiliate link
2026-09-10 16:59:58 - ❌ post-tech-1.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-tech-2.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-tech-3.md missing category in front matter
2026-09-10 16:59:58 - ❌ post-tech-5.md missing category in front matter
2026-09-10 16:59:58 - === QA Validation Complete ===
2026-09-10 16:59:58 - Summary:
2026-09-10 16:59:58 -    ✅ Valid posts: 0
2026-09-10 16:59:58 -    ❌ Invalid category posts: 0
2026-09-10 16:59:58 -    ❌ Missing category posts: 23
2026-09-10 16:59:58 -    ❌ Missing affiliate link posts: 2
2026-09-10 16:59:58 -    ❌ Mismatched affiliate link posts: 0
=== RunAll-Tests.ps1 started ===
✅ Check-EleventySetup.ps1 passed analyzer checks.
✅ create-categories_clean.ps1 passed analyzer checks.
✅ create-categories.ps1 passed analyzer checks.
✅ Create-Release.ps1 passed analyzer checks.
✅ CreateBlog_clean.ps1 passed analyzer checks.
✅ CreateBlog.ps1 passed analyzer checks.
✅ CreateCategories.ps1 passed analyzer checks.
✅ DebugAllWithQwen.ps1 passed analyzer checks.
✅ DeployAll.ps1 passed analyzer checks.
✅ dev-ip_clean.ps1 passed analyzer checks.
✅ dev-ip.ps1 passed analyzer checks.
✅ Diagnostics_clean.ps1 passed analyzer checks.
✅ Diagnostics.ps1 passed analyzer checks.
✅ ejs_clean.ps1 passed analyzer checks.
✅ ejs.ps1 passed analyzer checks.
✅ eleventy_clean.ps1 passed analyzer checks.
✅ eleventy-dev-server_clean.ps1 passed analyzer checks.
✅ eleventy-dev-server.ps1 passed analyzer checks.
✅ eleventy.ps1 passed analyzer checks.
✅ errno_clean.ps1 passed analyzer checks.
✅ errno.ps1 passed analyzer checks.
✅ esparse_clean.ps1 passed analyzer checks.
✅ esparse.ps1 passed analyzer checks.
✅ esvalidate_clean.ps1 passed analyzer checks.
✅ esvalidate.ps1 passed analyzer checks.
✅ Fix-CategoriesConflict.ps1 passed analyzer checks.
✅ Fix-CategoryTemplates.ps1 passed analyzer checks.
✅ Fix-DuplicateHeaderFooter.ps1 passed analyzer checks.
✅ Fix-EleventyAll.ps1 passed analyzer checks.
✅ Fix-EleventyRepo.ps1 passed analyzer checks.
✅ Fix-GetContentUsage.ps1 passed analyzer checks.
✅ Fix-Layouts.ps1 passed analyzer checks.
✅ Fix-LayoutsAlias.ps1 passed analyzer checks.
✅ Fix-MissingIncludes.ps1 passed analyzer checks.
✅ FixFrontMatter.ps1 passed analyzer checks.
✅ Force-CategoryLayout.ps1 passed analyzer checks.
✅ Format-Scripts.ps1 passed analyzer checks.
✅ Generate-Categories.ps1 passed analyzer checks.
✅ Generate-EleventySkeleton.ps1 passed analyzer checks.
✅ Generate-FullEleventySkeleton.ps1 passed analyzer checks.
✅ GenerateBlogData.ps1 passed analyzer checks.
✅ handlebars_clean.ps1 passed analyzer checks.
✅ handlebars.ps1 passed analyzer checks.
✅ HermesAutomation_clean.ps1 passed analyzer checks.
✅ HermesAutomation.ps1 passed analyzer checks.
✅ jake_clean.ps1 passed analyzer checks.
✅ jake.ps1 passed analyzer checks.
✅ js-yaml_clean.ps1 passed analyzer checks.
✅ js-yaml.ps1 passed analyzer checks.
✅ liquid_clean.ps1 passed analyzer checks.
✅ liquid.ps1 passed analyzer checks.
✅ liquidjs_clean.ps1 passed analyzer checks.
✅ liquidjs.ps1 passed analyzer checks.
✅ MABSValidator.ps1 passed analyzer checks.
✅ markdown-it_clean.ps1 passed analyzer checks.
✅ markdown-it.ps1 passed analyzer checks.
✅ MasterHarness.ps1 passed analyzer checks.
✅ MercorDebug_clean.ps1 passed analyzer checks.
✅ MercorDebug.ps1 passed analyzer checks.
✅ MercorDebugLoader_clean.ps1 passed analyzer checks.
✅ MercorDebugLoader.ps1 passed analyzer checks.
✅ mime_clean.ps1 passed analyzer checks.
✅ mime.ps1 passed analyzer checks.
✅ mkdirp_clean.ps1 passed analyzer checks.
✅ mkdirp.ps1 passed analyzer checks.
✅ mustache_clean.ps1 passed analyzer checks.
✅ mustache.ps1 passed analyzer checks.
✅ node-which_clean.ps1 passed analyzer checks.
✅ node-which.ps1 passed analyzer checks.
✅ nunjucks-precompile_clean.ps1 passed analyzer checks.
✅ nunjucks-precompile.ps1 passed analyzer checks.
✅ Orchestrator_clean.ps1 passed analyzer checks.
✅ Orchestrator.ps1 passed analyzer checks.
✅ parser_clean.ps1 passed analyzer checks.
✅ parser.ps1 passed analyzer checks.
✅ powershell-analyzer_clean.ps1 passed analyzer checks.
✅ powershell-analyzer.ps1 passed analyzer checks.
✅ PowerShell-Bulk‑Fix-Script_clean.ps1 passed analyzer checks.
✅ PowerShell-Bulk‑Fix-Script.ps1 passed analyzer checks.
✅ pre-commit_clean.ps1 passed analyzer checks.
✅ pre-commit.ps1 passed analyzer checks.
✅ PSFixer_clean.ps1 passed analyzer checks.
✅ PSFixer.ps1 passed analyzer checks.
✅ QAValidator - V1.ps1 passed analyzer checks.
✅ QAValidator_clean_clean.ps1 passed analyzer checks.
✅ QAValidator_clean.ps1 passed analyzer checks.
✅ QAValidator_fixed.ps1 passed analyzer checks.
✅ QAValidator.ps1 passed analyzer checks.
✅ ReleaseAudit.ps1 passed analyzer checks.
✅ Repair.ps1 passed analyzer checks.
✅ RepoCleanup.ps1 passed analyzer checks.
✅ resolve_clean.ps1 passed analyzer checks.
✅ resolve.ps1 passed analyzer checks.
✅ rimraf_clean.ps1 passed analyzer checks.
✅ rimraf.ps1 passed analyzer checks.
✅ Run-Diagnostics_clean.ps1 passed analyzer checks.
✅ Run-Diagnostics.ps1 passed analyzer checks.
✅ Run-ScriptAnalyzer.ps1 passed analyzer checks.
✅ RunAll-Tests.ps1 passed analyzer checks.
✅ RunAll.ps1 passed analyzer checks.
✅ RunPipeline.ps1 passed analyzer checks.
✅ RunPrompt_clean.ps1 passed analyzer checks.
✅ RunPrompt.ps1 passed analyzer checks.
✅ RunPrompt.Tests_clean.ps1 passed analyzer checks.
✅ RunPrompt.Tests.ps1 passed analyzer checks.
✅ RunQwenFix.ps1 passed analyzer checks.
✅ RunScheduler.ps1 passed analyzer checks.
✅ SanitizeScripts_clean.ps1 passed analyzer checks.
✅ SanitizeScripts.ps1 passed analyzer checks.
✅ SelfHeal.ps1 passed analyzer checks.
✅ semver_clean.ps1 passed analyzer checks.
✅ semver.ps1 passed analyzer checks.
✅ Setup-LMStudioVSCode.ps1 passed analyzer checks.
✅ Setup-MABS.ps1 passed analyzer checks.
✅ Test-CategoryLinks.ps1 passed analyzer checks.
✅ Test-CategoryPages.ps1 passed analyzer checks.
✅ Test-CategoryPagesWithPosts.ps1 passed analyzer checks.
✅ Test-CategoryPagesWithPostsOnly.ps1 passed analyzer checks.
✅ Test-CategoryPagesWithPostsReport.ps1 passed analyzer checks.
✅ Test-CategoryPagesWithTitles.ps1 passed analyzer checks.
✅ Test-CategoryPagesWithTitlesAndLinks.ps1 passed analyzer checks.
✅ Test-LMStudio.ps1 passed analyzer checks.
✅ TestAndCommit.ps1 passed analyzer checks.
✅ TestAndFixBlogData.ps1 passed analyzer checks.
✅ TestParam_clean.ps1 passed analyzer checks.
✅ TestParam.ps1 passed analyzer checks.
✅ TestPipeline.ps1 passed analyzer checks.
✅ uglifyjs_clean.ps1 passed analyzer checks.
✅ uglifyjs.ps1 passed analyzer checks.
✅ Update-ModuleVersion.ps1 passed analyzer checks.
✅ ValidateMABS.ps1 passed analyzer checks.
✅ Verify-Gitignore.ps1 passed analyzer checks.
✅ pre-commit_clean.ps1 passed analyzer checks.
✅ pre-commit.ps1 passed analyzer checks.
✅ setup-hooks.ps1 passed analyzer checks.
✅ acorn.ps1 passed analyzer checks.
✅ dev-ip.ps1 passed analyzer checks.
✅ ejs.ps1 passed analyzer checks.
✅ eleventy-dev-server.ps1 passed analyzer checks.
✅ eleventy.ps1 passed analyzer checks.
✅ errno.ps1 passed analyzer checks.
✅ esparse.ps1 passed analyzer checks.
✅ esvalidate.ps1 passed analyzer checks.
✅ handlebars.ps1 passed analyzer checks.
✅ jake.ps1 passed analyzer checks.
✅ js-yaml.ps1 passed analyzer checks.
✅ liquid.ps1 passed analyzer checks.
✅ liquidjs.ps1 passed analyzer checks.
✅ markdown-it.ps1 passed analyzer checks.
✅ mime.ps1 passed analyzer checks.
✅ mkdirp.ps1 passed analyzer checks.
✅ mustache.ps1 passed analyzer checks.
✅ node-which.ps1 passed analyzer checks.
✅ nunjucks-precompile.ps1 passed analyzer checks.
✅ parser.ps1 passed analyzer checks.
✅ resolve.ps1 passed analyzer checks.
✅ rimraf.ps1 passed analyzer checks.
✅ semver.ps1 passed analyzer checks.
✅ uglifyjs.ps1 passed analyzer checks.
✅ blog-template-20260811-140751.updated_clean.ps1 passed analyzer checks.
✅ blog-template-20260811-140751.updated.ps1 passed analyzer checks.
Running LM Studio smoke test...
✅ LM Studio is running on port 1234
Model available: qwen2.5-coder-1.5b-instruct
Model available: text-embedding-nomic-embed-text-v1.5
🎉 Qwen is online and ready!
=== RunAll-Tests.ps1 started ===
Running PSScriptAnalyzer on active scripts...
✅  Create-Release.ps1 passed analyzer checks.
✅ acorn_clean.ps1 passed analyzer checks.
✅ acorn.ps1 passed analyzer checks.
✅ Analyze-And-Fix.ps1 passed analyzer checks.
✅ AutoFix-MABS.ps1 passed analyzer checks.
✅ AutoFix-QA.ps1 passed analyzer checks.
✅ BatchCreateBlogs.ps1 passed analyzer checks.
✅ blog-template-20260811-140751.updated_clean.ps1 passed analyzer checks.
✅ blog-template-20260811-140751.updated.ps1 passed analyzer checks.
✅ BulkFix-Posts.ps1 passed analyzer checks.
✅ BulkFix-Scripts.ps1 passed analyzer checks.
✅ Check-EleventySetup.ps1 passed analyzer checks.
✅ create-categories_clean.ps1 passed analyzer checks.
✅ create-categories.ps1 passed analyzer checks.
✅ Create-Release.ps1 passed analyzer checks.
✅ CreateBlog_clean.ps1 passed analyzer checks.
✅ CreateBlog.ps1 passed analyzer checks.
✅ CreateCategories.ps1 passed analyzer checks.
✅ DebugAllWithQwen.ps1 passed analyzer checks.
✅ DeployAll.ps1 passed analyzer checks.
✅ dev-ip_clean.ps1 passed analyzer checks.
✅ dev-ip.ps1 passed analyzer checks.
✅ Diagnostics_clean.ps1 passed analyzer checks.
✅ Diagnostics.ps1 passed analyzer checks.
✅ ejs_clean.ps1 passed analyzer checks.
✅ ejs.ps1 passed analyzer checks.
✅ eleventy_clean.ps1 passed analyzer checks.
✅ eleventy-dev-server_clean.ps1 passed analyzer checks.
✅ eleventy-dev-server.ps1 passed analyzer checks.
✅ eleventy.ps1 passed analyzer checks.
✅ errno_clean.ps1 passed analyzer checks.
✅ errno.ps1 passed analyzer checks.
✅ esparse_clean.ps1 passed analyzer checks.
✅ esparse.ps1 passed analyzer checks.
✅ esvalidate_clean.ps1 passed analyzer checks.
✅ esvalidate.ps1 passed analyzer checks.
✅ Fix-CategoriesConflict.ps1 passed analyzer checks.
✅ Fix-CategoryTemplates.ps1 passed analyzer checks.
✅ Fix-DuplicateHeaderFooter.ps1 passed analyzer checks.
✅ Fix-EleventyAll.ps1 passed analyzer checks.
✅ Fix-EleventyRepo.ps1 passed analyzer checks.
✅ Fix-GetContentUsage.ps1 passed analyzer checks.
✅ Fix-Layouts.ps1 passed analyzer checks.
✅ Fix-LayoutsAlias.ps1 passed analyzer checks.
✅ Fix-MissingIncludes.ps1 passed analyzer checks.
✅ FixFrontMatter.ps1 passed analyzer checks.
✅ Force-CategoryLayout.ps1 passed analyzer checks.
✅ Format-Scripts.ps1 passed analyzer checks.
✅ Generate-Categories.ps1 passed analyzer checks.
✅ Generate-EleventySkeleton.ps1 passed analyzer checks.
✅ Generate-FullEleventySkeleton.ps1 passed analyzer checks.
✅ GenerateBlogData.ps1 passed analyzer checks.
✅ handlebars_clean.ps1 passed analyzer checks.
✅ handlebars.ps1 passed analyzer checks.
✅ HermesAutomation_clean.ps1 passed analyzer checks.
✅ HermesAutomation.ps1 passed analyzer checks.
✅ jake_clean.ps1 passed analyzer checks.
✅ jake.ps1 passed analyzer checks.
✅ js-yaml_clean.ps1 passed analyzer checks.
✅ js-yaml.ps1 passed analyzer checks.
✅ liquid_clean.ps1 passed analyzer checks.
✅ liquid.ps1 passed analyzer checks.
✅ liquidjs_clean.ps1 passed analyzer checks.
✅ liquidjs.ps1 passed analyzer checks.
✅ MABSValidator.ps1 passed analyzer checks.
✅ markdown-it_clean.ps1 passed analyzer checks.
✅ markdown-it.ps1 passed analyzer checks.
✅ MasterHarness.ps1 passed analyzer checks.
✅ MercorDebug_clean.ps1 passed analyzer checks.
✅ MercorDebug.ps1 passed analyzer checks.
✅ MercorDebugLoader_clean.ps1 passed analyzer checks.
✅ MercorDebugLoader.ps1 passed analyzer checks.
✅ mime_clean.ps1 passed analyzer checks.
✅ mime.ps1 passed analyzer checks.
✅ mkdirp_clean.ps1 passed analyzer checks.
✅ mkdirp.ps1 passed analyzer checks.
✅ mustache_clean.ps1 passed analyzer checks.
✅ mustache.ps1 passed analyzer checks.
✅ node-which_clean.ps1 passed analyzer checks.
✅ node-which.ps1 passed analyzer checks.
✅ nunjucks-precompile_clean.ps1 passed analyzer checks.
✅ nunjucks-precompile.ps1 passed analyzer checks.
✅ Orchestrator_clean.ps1 passed analyzer checks.
✅ Orchestrator.ps1 passed analyzer checks.
✅ parser_clean.ps1 passed analyzer checks.
✅ parser.ps1 passed analyzer checks.
✅ powershell-analyzer_clean.ps1 passed analyzer checks.
✅ powershell-analyzer.ps1 passed analyzer checks.
✅ PowerShell-Bulk‑Fix-Script_clean.ps1 passed analyzer checks.
✅ PowerShell-Bulk‑Fix-Script.ps1 passed analyzer checks.
✅ pre-commit_clean.ps1 passed analyzer checks.
✅ pre-commit.ps1 passed analyzer checks.
✅ PSFixer_clean.ps1 passed analyzer checks.
✅ PSFixer.ps1 passed analyzer checks.
✅ QAValidator - V1.ps1 passed analyzer checks.
✅ QAValidator_clean_clean.ps1 passed analyzer checks.
✅ QAValidator_clean.ps1 passed analyzer checks.
✅ QAValidator_fixed.ps1 passed analyzer checks.
✅ QAValidator.ps1 passed analyzer checks.
✅ ReleaseAudit.ps1 passed analyzer checks.
✅ Repair.ps1 passed analyzer checks.
✅ RepoCleanup.ps1 passed analyzer checks.
✅ resolve_clean.ps1 passed analyzer checks.
✅ resolve.ps1 passed analyzer checks.
✅ rimraf_clean.ps1 passed analyzer checks.
✅ rimraf.ps1 passed analyzer checks.
✅ Run-Diagnostics_clean.ps1 passed analyzer checks.
✅ Run-Diagnostics.ps1 passed analyzer checks.
✅ Run-ScriptAnalyzer.ps1 passed analyzer checks.
✅ RunAll-Tests.ps1 passed analyzer checks.
✅ RunAll.ps1 passed analyzer checks.
✅ RunPipeline.ps1 passed analyzer checks.
✅ RunPrompt_clean.ps1 passed analyzer checks.
✅ RunPrompt.ps1 passed analyzer checks.
✅ RunPrompt.Tests_clean.ps1 passed analyzer checks.
✅ RunPrompt.Tests.ps1 passed analyzer checks.
✅ RunQwenFix.ps1 passed analyzer checks.
✅ RunScheduler.ps1 passed analyzer checks.
✅ SanitizeScripts_clean.ps1 passed analyzer checks.
✅ SanitizeScripts.ps1 passed analyzer checks.
✅ SelfHeal.ps1 passed analyzer checks.
✅ semver_clean.ps1 passed analyzer checks.
✅ semver.ps1 passed analyzer checks.
✅ Setup-LMStudioVSCode.ps1 passed analyzer checks.
✅ Setup-MABS.ps1 passed analyzer checks.
✅ Test-CategoryLinks.ps1 passed analyzer checks.
✅ Test-CategoryPages.ps1 passed analyzer checks.
✅ Test-CategoryPagesWithPosts.ps1 passed analyzer checks.
✅ Test-CategoryPagesWithPostsOnly.ps1 passed analyzer checks.
✅ Test-CategoryPagesWithPostsReport.ps1 passed analyzer checks.
✅ Test-CategoryPagesWithTitles.ps1 passed analyzer checks.
✅ Test-CategoryPagesWithTitlesAndLinks.ps1 passed analyzer checks.
✅ Test-LMStudio.ps1 passed analyzer checks.
✅ TestAndCommit.ps1 passed analyzer checks.
✅ TestAndFixBlogData.ps1 passed analyzer checks.
✅ TestParam_clean.ps1 passed analyzer checks.
✅ TestParam.ps1 passed analyzer checks.
✅ TestPipeline.ps1 passed analyzer checks.
✅ uglifyjs_clean.ps1 passed analyzer checks.
✅ uglifyjs.ps1 passed analyzer checks.
✅ Update-ModuleVersion.ps1 passed analyzer checks.
✅ ValidateMABS.ps1 passed analyzer checks.
✅ Verify-Gitignore.ps1 passed analyzer checks.
✅ pre-commit_clean.ps1 passed analyzer checks.
✅ pre-commit.ps1 passed analyzer checks.
✅ setup-hooks.ps1 passed analyzer checks.
✅ acorn.ps1 passed analyzer checks.
✅ dev-ip.ps1 passed analyzer checks.
✅ ejs.ps1 passed analyzer checks.
✅ eleventy-dev-server.ps1 passed analyzer checks.
✅ eleventy.ps1 passed analyzer checks.
✅ errno.ps1 passed analyzer checks.
✅ esparse.ps1 passed analyzer checks.
✅ esvalidate.ps1 passed analyzer checks.
✅ handlebars.ps1 passed analyzer checks.
✅ jake.ps1 passed analyzer checks.
✅ js-yaml.ps1 passed analyzer checks.
✅ liquid.ps1 passed analyzer checks.
✅ liquidjs.ps1 passed analyzer checks.
✅ markdown-it.ps1 passed analyzer checks.
✅ mime.ps1 passed analyzer checks.
✅ mkdirp.ps1 passed analyzer checks.
✅ mustache.ps1 passed analyzer checks.
✅ node-which.ps1 passed analyzer checks.
✅ nunjucks-precompile.ps1 passed analyzer checks.
✅ parser.ps1 passed analyzer checks.
✅ resolve.ps1 passed analyzer checks.
✅ rimraf.ps1 passed analyzer checks.
✅ semver.ps1 passed analyzer checks.
✅ uglifyjs.ps1 passed analyzer checks.
✅ blog-template-20260811-140751.updated_clean.ps1 passed analyzer checks.
✅ blog-template-20260811-140751.updated.ps1 passed analyzer checks.
Running LM Studio smoke test...
✅ LM Studio is running on port 1234
Model available: qwen2.5-coder-1.5b-instruct
Model available: text-embedding-nomic-embed-text-v1.5
🎉 Qwen is online and ready!
=== RunAll-Tests.ps1 started ===
Running PSScriptAnalyzer on active scripts...
✅  Create-Release.ps1 passed analyzer checks.
✅ acorn_clean.ps1 passed analyzer checks.
✅ acorn.ps1 passed analyzer checks.
✅ Analyze-And-Fix.ps1 passed analyzer checks.
✅ AutoFix-MABS.ps1 passed analyzer checks.
✅ AutoFix-QA.ps1 passed analyzer checks.
✅ BatchCreateBlogs.ps1 passed analyzer checks.
✅ blog-template-20260811-140751.updated_clean.ps1 passed analyzer checks.
✅ blog-template-20260811-140751.updated.ps1 passed analyzer checks.
✅ BulkFix-Posts.ps1 passed analyzer checks.
✅ BulkFix-Scripts.ps1 passed analyzer checks.
✅ Check-EleventySetup.ps1 passed analyzer checks.
✅ create-categories_clean.ps1 passed analyzer checks.
✅ create-categories.ps1 passed analyzer checks.
✅ Create-Release.ps1 passed analyzer checks.
✅ CreateBlog_clean.ps1 passed analyzer checks.
✅ CreateBlog.ps1 passed analyzer checks.
✅ CreateCategories.ps1 passed analyzer checks.
✅ DebugAllWithQwen.ps1 passed analyzer checks.
✅ DeployAll.ps1 passed analyzer checks.
✅ dev-ip_clean.ps1 passed analyzer checks.
✅ dev-ip.ps1 passed analyzer checks.
✅ Diagnostics_clean.ps1 passed analyzer checks.
✅ Diagnostics.ps1 passed analyzer checks.
✅ ejs_clean.ps1 passed analyzer checks.
✅ ejs.ps1 passed analyzer checks.
✅ eleventy_clean.ps1 passed analyzer checks.
✅ eleventy-dev-server_clean.ps1 passed analyzer checks.
✅ eleventy-dev-server.ps1 passed analyzer checks.
✅ eleventy.ps1 passed analyzer checks.
✅ errno_clean.ps1 passed analyzer checks.
✅ errno.ps1 passed analyzer checks.
✅ esparse_clean.ps1 passed analyzer checks.
✅ esparse.ps1 passed analyzer checks.
✅ esvalidate_clean.ps1 passed analyzer checks.
✅ esvalidate.ps1 passed analyzer checks.
✅ Fix-CategoriesConflict.ps1 passed analyzer checks.
✅ Fix-CategoryTemplates.ps1 passed analyzer checks.
✅ Fix-DuplicateHeaderFooter.ps1 passed analyzer checks.
✅ Fix-EleventyAll.ps1 passed analyzer checks.
✅ Fix-EleventyRepo.ps1 passed analyzer checks.
✅ Fix-GetContentUsage.ps1 passed analyzer checks.
✅ Fix-Layouts.ps1 passed analyzer checks.
✅ Fix-LayoutsAlias.ps1 passed analyzer checks.
✅ Fix-MissingIncludes.ps1 passed analyzer checks.
✅ FixFrontMatter.ps1 passed analyzer checks.
✅ Force-CategoryLayout.ps1 passed analyzer checks.
✅ Format-Scripts.ps1 passed analyzer checks.
✅ Generate-Categories.ps1 passed analyzer checks.
✅ Generate-EleventySkeleton.ps1 passed analyzer checks.
✅ Generate-FullEleventySkeleton.ps1 passed analyzer checks.
✅ GenerateBlogData.ps1 passed analyzer checks.
✅ handlebars_clean.ps1 passed analyzer checks.
✅ handlebars.ps1 passed analyzer checks.
✅ HermesAutomation_clean.ps1 passed analyzer checks.
✅ HermesAutomation.ps1 passed analyzer checks.
✅ jake_clean.ps1 passed analyzer checks.
✅ jake.ps1 passed analyzer checks.
✅ js-yaml_clean.ps1 passed analyzer checks.
✅ js-yaml.ps1 passed analyzer checks.
✅ liquid_clean.ps1 passed analyzer checks.
✅ liquid.ps1 passed analyzer checks.
✅ liquidjs_clean.ps1 passed analyzer checks.
✅ liquidjs.ps1 passed analyzer checks.
✅ MABSValidator.ps1 passed analyzer checks.
✅ markdown-it_clean.ps1 passed analyzer checks.
✅ markdown-it.ps1 passed analyzer checks.
✅ MasterHarness.ps1 passed analyzer checks.
✅ MercorDebug_clean.ps1 passed analyzer checks.
✅ MercorDebug.ps1 passed analyzer checks.
✅ MercorDebugLoader_clean.ps1 passed analyzer checks.
✅ MercorDebugLoader.ps1 passed analyzer checks.
✅ mime_clean.ps1 passed analyzer checks.
✅ mime.ps1 passed analyzer checks.
✅ mkdirp_clean.ps1 passed analyzer checks.
✅ mkdirp.ps1 passed analyzer checks.
✅ mustache_clean.ps1 passed analyzer checks.
✅ mustache.ps1 passed analyzer checks.
✅ node-which_clean.ps1 passed analyzer checks.
✅ node-which.ps1 passed analyzer checks.
✅ nunjucks-precompile_clean.ps1 passed analyzer checks.
✅ nunjucks-precompile.ps1 passed analyzer checks.
✅ Orchestrator_clean.ps1 passed analyzer checks.
✅ Orchestrator.ps1 passed analyzer checks.
✅ parser_clean.ps1 passed analyzer checks.
✅ parser.ps1 passed analyzer checks.
✅ powershell-analyzer_clean.ps1 passed analyzer checks.
✅ powershell-analyzer.ps1 passed analyzer checks.
✅ PowerShell-Bulk‑Fix-Script_clean.ps1 passed analyzer checks.
✅ PowerShell-Bulk‑Fix-Script.ps1 passed analyzer checks.
✅ pre-commit_clean.ps1 passed analyzer checks.
✅ pre-commit.ps1 passed analyzer checks.
✅ PSFixer_clean.ps1 passed analyzer checks.
✅ PSFixer.ps1 passed analyzer checks.
✅ QAValidator - V1.ps1 passed analyzer checks.
✅ QAValidator_clean_clean.ps1 passed analyzer checks.
✅ QAValidator_clean.ps1 passed analyzer checks.
✅ QAValidator_fixed.ps1 passed analyzer checks.
✅ QAValidator.ps1 passed analyzer checks.
